assessment_event_id,program_id_anon,activity_title,activity_id,activity_event_id,creator_id_anon,activity_event_date,activity_event_created_date,evidence_recorded_date,assessment_event_creation_date,expiration_date,rater_id_anon,rater_role_during_event,subject_id_anon,subject_role_during_event,subject_pgy_now,subject_pgy_during_event,created_by,instrument_title,instrument_id,activity_value,activity_anchor,age_value,age_anchor,assessment_type_value,assessment_type_anchor,commitment_to_growth_and_learning_value,collaborating_with_others_value,complexity_value,complexity_anchor,diagnosis_value,diagnosis_anchor,duration_of_observation_value,duration_of_observation_anchor,family_centered_care_value,feedback_value,knowing_limits_and_help_seeking_value,next_level_value,professional_behaviors_and_responsibilities_value,providing_high_value_care_value,plan_value,plan_anchor,procedure_value,procedure_anchor,readiness_for_practice_value,readiness_for_practice_anchor,setting_value,supervision_value,supervision_anchor,why_value
805f36a8-b2db-43cb-9e31-691eae089692,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- GENERAL FEEDBACK,f088b1a8-4bc1-11f0-a68b-c3f16f1f25d3,0bfebff9-e513-44af-bcc8-453c75c20b67,5f93b3aa1b931cc38e09272639c58e00,2025-07-23 00:08:01.000,2025-07-23 00:08:01.000,2025-07-28 13:38:14.840,2025-07-23 00:13:27.493,2025-07-30 00:08:01.000,8a1326a35f053da92f23cccc4c5b3a45,Attending,5f93b3aa1b931cc38e09272639c58e00,Trainee,2,2,Trainee,General Feedback (narrative questions only),c54cf74f-df33-4d67-89fd-08ef4110f5d5,,,,,2,Based on multiple personal observations,,,,,,,,,,"It was a pleasure having ****** on the team. He worked well with the entire team, took initiative for new consults and ownership of the patients he was assigned. His interest in hematology oncology is evident. He is professional, hardworking and reliable. I encourage him to pursue his interest in Hematology Oncology and believe he will be a valuable member of whatever fellowship program he joins.",,Consider participation in department-wide presentation,,,,,,,,,Other Subspeciality,,,
82f5c23c-449c-4110-b93a-83efd215b3f7,0d5099be4af1b9fb7ef4f448e6d284f0,"HANDOVER to and from on admission, transfer, discharge, and care transitions",8b5d95d0-b435-4c33-b724-28b2a3338b42,1b7fa9ce-8af5-412a-8b0a-3b2da2ba8648,8c55f308606dd4e8c915920aff651450,2025-08-25 22:46:23.000,2025-08-25 22:46:23.000,2025-08-26 22:02:31.327,2025-08-25 22:48:31.494,2025-09-01 22:46:23.000,4d9d9f4d00877417682ced777178cb93,Attending,8c55f308606dd4e8c915920aff651450,Trainee,2,2,Trainee,Facilitate a handover to and from other health care providers (either within or across settings),c840f3bd-0a80-4321-8a0a-eb28e80a7e99,,,,,,,,,2,Moderate,,,,,,"While I only worked with ******** for one day prior to this evaluation, I felt she had an excellent understanding of her patience, and presentations were clear. She was able to formulate management plans for herself, with positive input from both the fellow in the attending on the service.",,,,,,,,,,,Other Subspeciality,4,"RESIDENT LED CARE WITH MINIMAL SUPERVISION NEEDED: Resident directed care, supervision only led to small adjustments in care",
90c20609-bd4f-4513-9140-df580459cbbd,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- GENERAL FEEDBACK,f088b1a8-4bc1-11f0-a68b-c3f16f1f25d3,14df571e-5e86-42be-b3b2-22dd9364c5c8,373d12b238524b5c7dd32170d10dc8c6,2025-09-12 15:28:43.000,2025-09-12 15:28:43.000,2025-09-15 19:54:23.538,2025-09-12 15:30:23.778,2025-09-19 15:28:43.000,a1d1bba9098ec2099aa1d84058e5706c,Attending,373d12b238524b5c7dd32170d10dc8c6,Trainee,2,2,Trainee,General Feedback (narrative questions only),c54cf74f-df33-4d67-89fd-08ef4110f5d5,,,,,2,Based on multiple personal observations,,,,,,,,,,"***** did a nice job on her CCS rotation. She demonstrated the ability to concisely present and synthesis clinical information and focus on key aspects of her patients' care on a service where it is very easy to be distracted by numerous chronic problems and minute plan items. She developed a strong understanding of each patient case, including family and social dynamics, and was highly attentive to nursing needs, particularly overnight.",,"Continue to use clinical resources and guidelines to suggest evidence-based plans, when applicable. Continue to advance consideration of big picture goals for admit and contextualize plans in trajectory of hospital course and dispo goals.",,,,,,,,,Other Subspeciality,,,
91239a03-959f-4f2e-8b2e-1a5abf4cc4e9,0d5099be4af1b9fb7ef4f448e6d284f0,"ROUTINE HEALTH VISIT for child WITHOUT significant complex, chronic, or special health care needs",ebffffa8-c755-4a62-b157-dc3a17ed3385,7ecb3d15-3e2f-4dc2-9b90-b15b0aca42b2,303c3634e719de1a025df1133507baa7,2025-08-05 18:22:18.000,2025-08-05 18:22:18.000,2025-08-08 13:02:53.611,2025-08-05 18:24:55.787,2025-08-12 18:22:18.000,eaa6e77e7020a63dab37c8ca727c8938,Attending,303c3634e719de1a025df1133507baa7,Trainee,2,2,Trainee,Providing preventative primary care for children of all ages,e53c420f-bd1d-48c1-973c-2ef023a8753d,,,2,Toddler,,,,,1,Straightforward,,,,,,"***** is always so thorough with her families, and they feel very cared for. One thing that might help to streamline her visits is that if she needs the patient navigator or social work or lactation, she can ask the nurse to page them to save her some time!",,,,,,,,,,,Primary Care Clinic,4,"RESIDENT LED CARE WITH MINIMAL SUPERVISION NEEDED: Resident directed care, supervision only led to small adjustments in care",
914c59f0-8284-4436-984e-d4ef31e68273,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- COMMUNICATING WITH PATIENT AND FAMILIES/PROVIDING FAMILY-CENTERED CARE,ae52654e-4bbd-11f0-91e8-eb28316bcf18,b8911bcc-39d9-4d3c-80bb-092301f121a5,8c55f308606dd4e8c915920aff651450,2025-09-11 18:31:50.000,2025-09-11 18:31:50.000,2025-09-17 14:53:38.793,2025-09-11 18:33:54.333,2025-09-18 18:31:50.000,5aed74d3cfd857c087f74479bb2e8b0a,Attending,8c55f308606dd4e8c915920aff651450,Trainee,2,2,Trainee,Deliver family-centered care,cda5e97e-5421-47b4-8edb-03fe67c4012b,,,,,1,Based on a single encounter or day,,,,,,,,,"Dr. ******* provides excellent family centered care. In this case, she did a great job counseling the mother of a 9-month-old on ways to transition to more formula from a bottle per Mom's preference as well as to have the safest sleep habits. She is a very clear communicator and makes sure all aspects of visits are addressed.",,,,,,,,,,,,Primary Care Clinic,,,
9e76556b-9ccb-4909-a842-6716bee2e637,0d5099be4af1b9fb7ef4f448e6d284f0,ACUTE COMMON PROBLEM,30aba215-267e-4169-85ac-771de3294939,e10b0d86-6fa3-443d-bff2-5215ff4d21d5,68c1a8f7c22c63c7160a75ea2cfdee61,2025-09-23 09:34:48.000,2025-09-23 09:34:48.000,2025-09-23 09:38:13.017,2025-09-23 09:35:36.153,2025-09-30 09:34:48.000,68c1a8f7c22c63c7160a75ea2cfdee61,Attending,d7e95e67a2506fd37253a1843ba5e361,Trainee,2,2,Attending,ACUTE COMMON PROBLEM (ED),ee2f7072-c7ab-4497-97ba-04f383b0eb3a,,,,,,,,,1,Straightforward,25,Rash,,,,We saw a patient presenting with acute urticaria. ******* had a complete ddx and presented pertinent negatives in terms of triggers and complications (eg anaphylaxis). Her treatment in the ED and disposition plan/meds were spot on,,,,,,,,,,,ED,5,"RESIDENT LED CARE WITHOUT SUPERVISION NEEDED: May benefit from continued learning and growth; however, care would have been safe and effective without a supervisor",
a8a25c77-9e10-4652-ac36-5c2aca850e81,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- GENERAL FEEDBACK,8275d05e-4bbe-11f0-9498-e7f5d15a4beb,9aecd0af-3f63-4128-9cba-43e411fe7422,8fbd3372dd07c7ec98e3991205ad05d9,2025-09-13 10:40:13.000,2025-09-13 10:40:13.000,2025-09-13 10:49:36.016,2025-09-13 10:41:44.286,2025-09-20 10:40:13.000,8fbd3372dd07c7ec98e3991205ad05d9,Attending,6a53fdb6f66c361217db70dfe95f0db8,Trainee,2,2,Attending,General Feedback (narrative questions only),c54cf74f-df33-4d67-89fd-08ef4110f5d5,,,,,1,Based on a single encounter or day,,,,,,,,,,"*********'s goal this shift was to work on balancing care priorities while carrying an ED patient load - and she did great! She appropriately dropped everything to see a patient in status epilepticus and remained active in that patients care throughout ongoing brief seizures and eventual intubation, coordinating care with neuro and the PICU among other roles. Simultaneously, she was able to get a psych consult rolling for a patient with severe depression prior to staffing. She was then able to see and plan for a lower acuity patient while the attending was wrapping up in the trauma room. For high volume day shifts when the chaos can feel overwhelming, remember 1. You are usually part of a bigger team, so don't need to feel responsible for every patient; and 2. Run your list frequently and assess what needs to happen next to move forward patient care. I'm sure as she gets used to the ED again ********* will have no trouble balancing large patient volumes!",,See prior,,,,,,,,,ED,,,
aa0a1165-5d33-43a7-80b0-e327fdeccf5b,0d5099be4af1b9fb7ef4f448e6d284f0,LEAD a Team and/or SUPERVISE others,29d4d59b-e497-4f0e-9538-d06e1a0cab86,bf637b2e-5b5c-4fea-957f-94158bc268dd,7e2be3327e5ea316108b62d561b98fe7,2025-08-28 06:27:06.000,2025-08-28 06:27:06.000,2025-09-03 13:18:03.494,2025-08-28 06:29:48.131,2025-09-04 06:27:06.000,8a1326a35f053da92f23cccc4c5b3a45,Attending,7e2be3327e5ea316108b62d561b98fe7,Trainee,2,2,Trainee,"Lead, supervise, and collaborate with other members of the healthcare team",0e160f52-09fb-499c-a74d-5af4602aa763,2,"Supervise others (e.g., intern, medical student)",,,,,,,2,Moderate,,,,,,"This was an initial rotation with ******* being in the supervisory role for the first time. She did a great job, especially as it was an entirely new floor and a new team. She was able to redirect and delegate as needed.",,,,,,,,,,,Hospitalist/GP Inpatient,3,SUPERVISOR AND RESIDENT CO-LED CARE: Required supervising physician(s) to direct some aspects of the care,
affc102c-7a21-4cb8-9847-cb9d5557fc10,0d5099be4af1b9fb7ef4f448e6d284f0,"ROUTINE HEALTH VISIT for child WITH complex, chronic, or special health care needs",60ab69f0-8f4e-44e7-8bd4-222d9ec4c691,669e4c85-9b0b-4e5f-8d08-d3923f0f1493,2bfa1533dd45f9b03d1f537304bb4643,2025-08-14 20:20:40.000,2025-08-14 20:20:40.000,2025-08-14 21:37:47.887,2025-08-14 21:33:56.744,2025-08-21 20:20:40.000,2bfa1533dd45f9b03d1f537304bb4643,Attending,3d5743fc1392ba75ede063d9e52bdf0a,Trainee,2,2,Attending,"Provide comprehensive healthcare for a child with complex, chronic, or special health care needs",a4ce695f-419d-4346-ac47-d918f63d562f,,,2,Toddler,,,,,2,Moderate,,,,,,"******** saw a one year old with significant developmental delays. She picked up on elevated risk for autism and discussed this with the caregiver in a sensitive manner. We worked together to be sure to make appropriate referrals for assessment and support. In addition, she addressed nutritional challenges and vaccine hesitancy in a thoughtful and thorough and sensitive manner. Good work a d great learning experience, thank you! As always, your efficiency with the administrative tasks of charting and referrals is appreciated!",,,,,,,,,,,Primary Care Clinic,3,SUPERVISOR AND RESIDENT CO-LED CARE: Required supervising physician(s) to direct some aspects of the care,
ba93e589-bfa5-47b4-b024-780bf45502dd,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- GENERAL FEEDBACK,06c814d2-4bc1-11f0-9e6f-9f3b9bf323fa,c254243e-bcc1-4219-b688-847a4a0c65e1,16d21ad28bd5fbae0abed0229097aa68,2025-09-22 13:30:22.000,2025-09-22 13:30:22.000,2025-09-22 13:45:52.551,2025-09-22 13:36:28.345,2025-09-29 13:30:22.000,7895d47a4be0e5ca70d83307d4899894,Attending,16d21ad28bd5fbae0abed0229097aa68,Trainee,2,2,Trainee,General Feedback (narrative questions only),c54cf74f-df33-4d67-89fd-08ef4110f5d5,,,,,1,Based on a single encounter or day,,,,,,,,,,"****, did an incredible job managing a large complex team in the pediatric intermediate care unit, a unit that he is not senior in before, but was called in and performed extremely well. He was extremely respectful to all staff, made everyone feel like part of the team, and was able to triage questions from the nursing staff without issue.",,The only suggestions I would have would be to continue his great passion for Medicine and his love and respect for the career. This alone is going to take him very very far.,,,,,,,,,NICU/PICU,,,
cc2eb7ef-1b18-404b-8c15-98c95359af5d,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- GENERAL FEEDBACK,59d9e41a-4bc2-11f0-89c7-af564fce422f,4ea6ab27-c2f8-418a-9959-92fd308d02c3,34c3d7e29f0efea941538e79cb0acf0b,2025-07-31 22:32:46.000,2025-07-31 22:32:46.000,2025-08-07 17:56:49.696,2025-07-31 22:35:46.497,2025-08-07 22:32:46.000,5aed74d3cfd857c087f74479bb2e8b0a,Attending,34c3d7e29f0efea941538e79cb0acf0b,Trainee,2,2,Trainee,General Feedback (narrative questions only),c54cf74f-df33-4d67-89fd-08ef4110f5d5,,,,,1,Based on a single encounter or day,,,,,,,,,,"Did phenomenal job with complex visit for infant with copious eye discharge concerning for Chlamydia. Gave great rationale for testing and presumptive treatment including antibiotic choice. Also excellent breastfeeding counseling. Chlamydia testing came back positive - he called Mom same-day with results and to ensure had picked up medication, closed loop nicely with medical team already so everyone knew notification had taken place, etc. Outstanding clinical judgment and follow-through.",,"Keep honing skills in breastfeeding counseling, thinking about baby's energy expenditure sources when not gaining weight well.",,,,,,,,,Primary Care Clinic,,,
cc3a4c80-a990-438d-b892-87fc7a4d7174,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- PROFESSIONAL BEHAVIORS AND RESPONSIBILITIES,93ae1d26-53ab-43f3-9b58-0c73fbab2369,9c055d7a-1978-418c-949d-ba707e9ff549,9df27e68da4641c5af7cf4504bfa7079,2025-07-13 11:40:44.000,2025-07-13 11:40:44.000,2025-07-13 12:28:49.921,2025-07-13 11:45:56.945,2025-07-20 11:40:44.000,b04a3da9ba3c76a02f92dc8ae7b87a4a,Attending,9df27e68da4641c5af7cf4504bfa7079,Trainee,2,2,Trainee,MAINTAINING PROFESSIONALISM,af6cfe54-77ad-4d1e-85c6-9c18ffb38070,,,,,2,Based on multiple personal observations,,,,,,,,,,,,,**** has a strong sense of duty to patients and to ensuring that there is a shared understanding amongst the team.,,,,,,,,Other Subspeciality,,,
d3daf2c0-a23f-4e1a-a960-e09b5757aaf5,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- GENERAL FEEDBACK,06c814d2-4bc1-11f0-9e6f-9f3b9bf323fa,78a5efdb-a52a-46c8-aa82-a336898d4f2a,cf6d085fc8774a6783008b178579dc62,2025-07-28 18:30:00.000,2025-07-28 18:30:00.000,2025-07-29 12:07:18.023,2025-07-28 18:37:04.867,2025-08-04 18:30:00.000,edae9c77397efd325c1a7d87cbc09e05,Attending,cf6d085fc8774a6783008b178579dc62,Trainee,2,2,Trainee,General Feedback (narrative questions only),c54cf74f-df33-4d67-89fd-08ef4110f5d5,,,,,1,Based on a single encounter or day,,,,,,,,,,"Good understanding of issues of acute respiratory failure, neurological issues and management of pneumothorax",,Slow down just a little when presenting but content is excellent,,,,,,,,,NICU/PICU,,,
d5d06852-3003-4871-b0c7-2597e72d1363,0d5099be4af1b9fb7ef4f448e6d284f0,ACUTE COMMON PROBLEM,30aba215-267e-4169-85ac-771de3294939,e9030c8d-3380-4e54-87a6-b30b6fc59340,4ad13cb878f3e33c9fdee85a7dc2683d,2025-09-10 10:42:09.000,2025-09-10 10:42:09.000,2025-09-10 11:18:57.649,2025-09-10 11:16:09.821,2025-09-17 10:42:09.000,4ad13cb878f3e33c9fdee85a7dc2683d,Attending,d79054541fb0b7660e84ae246d9fa5a4,Trainee,2,2,Attending,ACUTE COMMON PROBLEM (ED),ee2f7072-c7ab-4497-97ba-04f383b0eb3a,,,,,,,,,2,Moderate,27,Seizure (febrile or not),,,,Patient initially framed as possible OSA. Did a great job discovering new clinical information including features potentially consistent with seizure and had plan for level of neurology involvement appropriate for level of concern.,,,,,,,,,,,ED,4,"RESIDENT LED CARE WITH MINIMAL SUPERVISION NEEDED: Resident directed care, supervision only led to small adjustments in care",
d84919b4-1975-4b48-aaff-0a1847e56af0,0d5099be4af1b9fb7ef4f448e6d284f0,ACUTE COMMON PROBLEM,30aba215-267e-4169-85ac-771de3294939,e91d1766-0e5f-48dc-a42f-b4d62f305f21,303c3634e719de1a025df1133507baa7,2025-10-20 13:27:55.000,2025-10-20 13:27:55.000,2025-10-21 13:43:47.452,2025-10-20 13:30:23.494,2025-10-27 13:27:55.000,df7c035740ccf0d9a5056a13608ca247,Attending,303c3634e719de1a025df1133507baa7,Trainee,2,2,Trainee,ACUTE COMMON PROBLEM (ED),ee2f7072-c7ab-4497-97ba-04f383b0eb3a,,,,,,,,,1,Straightforward,5,Asthma,,,,Great management of nursing and concerned parents. Continue to anticipate tasks to move cate forward.,,,,,,,,,,,ED,3,SUPERVISOR AND RESIDENT CO-LED CARE: Required supervising physician(s) to direct some aspects of the care,
db18ee12-6401-448c-95e8-aa4e59978fba,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- COMMUNICATING WITH PATIENT AND FAMILIES/PROVIDING FAMILY-CENTERED CARE,64618f70-4c74-11f0-bfa1-cf6ba3e29be9,a01817e9-62bd-40bd-b846-267bfa21bca5,db4fa0a812590f6a91fe99c812b6c0f6,2025-09-23 21:30:36.000,2025-09-23 21:30:36.000,2025-09-23 21:33:27.843,2025-09-23 21:32:02.264,2025-09-30 21:30:36.000,db4fa0a812590f6a91fe99c812b6c0f6,Attending,2a2b87880fec424182ae6cddf04a7b2e,Trainee,2,2,Attending,Deliver family-centered care,cda5e97e-5421-47b4-8edb-03fe67c4012b,,,,,1,Based on a single encounter or day,,,,,,,,,"Effectively navigated family centered rounds with a new team by efficiently progressing patient care and ushering team between patient rooms. Amidst this, was actively coaching residents and sharing teaching pearls.",,,,,,,,,,,,Hospitalist/GP Inpatient,,,
df80065a-7bc6-487b-9853-75daf5483c8c,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- COMMUNICATING WITH PATIENT AND FAMILIES/PROVIDING FAMILY-CENTERED CARE,64618f70-4c74-11f0-bfa1-cf6ba3e29be9,08d00980-d063-488f-a27d-6efc97428f0f,c05e658472756d2990d995b92e375919,2025-10-25 18:58:02.000,2025-10-25 18:58:02.000,2025-10-25 19:04:01.728,2025-10-25 19:00:57.994,2025-11-01 18:58:02.000,c05e658472756d2990d995b92e375919,Attending,34ab389a35c7827bfab63890a5b17cf3,Trainee,2,2,Attending,Deliver family-centered care,cda5e97e-5421-47b4-8edb-03fe67c4012b,,,,,2,Based on multiple personal observations,,,,,,,,,"****** did such a lovely job interacting with a patient with ASD and catatonia. She gets down to his eye level, offers his augmentive communication devices, and always warns him when she is about to do anything. She is so deeply caring and patient with all patients. She also thoughtfully noted that traumatizing this patient another NG attempt would potentially worsen his distress and catatonia symptoms. I am continually impressed with her thoughtfulness and holistic view of these complex patients and think she has a natural affinity for providing trauma informed care.",,,,,,,,,,,,Hospitalist/GP Inpatient,,,
e51760e2-0e5d-42db-9acd-5e14fefed96e,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- GENERAL FEEDBACK,f088b1a8-4bc1-11f0-a68b-c3f16f1f25d3,9c055d7a-1978-418c-949d-ba707e9ff549,9df27e68da4641c5af7cf4504bfa7079,2025-07-13 11:40:44.000,2025-07-13 11:40:44.000,2025-07-13 12:32:48.943,2025-07-13 11:45:55.530,2025-07-20 11:40:44.000,b04a3da9ba3c76a02f92dc8ae7b87a4a,Attending,9df27e68da4641c5af7cf4504bfa7079,Trainee,2,2,Trainee,General Feedback (narrative questions only),c54cf74f-df33-4d67-89fd-08ef4110f5d5,,,,,2,Based on multiple personal observations,,,,,,,,,,"**** was a delight to have as the supervising resident on the hematology service. She was consistent thoughtful, always thought about all the issues that we could face as we rounded on patients (e.g. could there be challenges with discharge, etc.), was great about updating us throughout the day on changes to the inpatient service, and was a terrific teacher for a new intern who just started in the ***. **** is an outstanding resident with incredible potential. Hopefully she will consider hematology.",,Continue to grow as an outstanding clinician.,,,,,,,,,Other Subspeciality,,,
f6ecc6ce-7873-4034-a078-f975e75aa9df,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- HIGH-VALUE CARE,aab74672-849e-4aba-a6bd-4d864661fdba,19c89a2a-1e4b-48ad-9df1-8a1e0663b384,519a2bf8994b1a7aab3ad6ff4e541b61,2025-08-08 12:45:00.000,2025-08-08 12:45:00.000,2025-08-11 12:56:27.313,2025-08-11 12:52:54.106,2025-08-15 12:45:00.000,519a2bf8994b1a7aab3ad6ff4e541b61,Attending,7d5dab9504be1424ba7ac14629f5b2d4,Trainee,2,2,Attending,PROVIDING HIGH-VALUE CARE,c4f00316-f1ba-4f2c-ae63-178b519460cf,,,,,3,End of rotation compiled feedback,,,,,,,,,,,,,,"One thing I'd encourage ***** to continue to think about proactively for each of her patients is whether or not an intervention is really going to improve the quality of care being provided, what she will do with the information received from the test, and what potential consequences there might be of getting the test if it is not completely necessary. There were a few times this week where I encouraged ***** to consider NOT getting labs on a patient, for example, not repeating a CBC and retic on a patient with sickle cell dz without a change in clinical status, not repeating a BMP on a patient whose fluid status clinically had improved and who had no other reason to continue to have metabolic derangements outside acute dehydration, or considering getting a hematocrit and retic count instead of a full CBC on a newborn with hyperbilirubinemia to avoid false positive WBC results. These seemingly miniature value-based decisions can really add up when they are multiplied over someone's practice over time and thousands of patients... And of course, always avoiding a needle Stick is helpful on Pediatrics in general!",,,,,,,Hospitalist/GP Inpatient,,,
f8ffb6eb-421f-490a-95a2-fbadbd6b2cf0,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- GENERAL FEEDBACK,8275d05e-4bbe-11f0-9498-e7f5d15a4beb,cc14af39-cdd9-40bc-ab82-9279868940a4,df7c035740ccf0d9a5056a13608ca247,2025-08-12 16:02:02.000,2025-08-12 16:02:02.000,2025-08-12 16:03:47.108,2025-08-12 16:03:31.482,2025-08-19 16:02:02.000,df7c035740ccf0d9a5056a13608ca247,Attending,bc88811366fb1bb53fd8f984cb0e5690,Trainee,2,2,Attending,General Feedback (narrative questions only),c54cf74f-df33-4d67-89fd-08ef4110f5d5,,,,,3,End of rotation compiled feedback,,,,,,,,,,"Dr. **** did a tremendous job on EDC! Faculty comments on high numbers of unsolicited complements around her communication. She practiced detail oriented medicine all while caring for a high number of patients. She did not miss a single task. Dr. **** is performing beyond what we would expect for her level of training. Specific examples include coordination of multiple consultants on complex patients. Frequently at her level, residents may take consultant recommendations as a ""to do"" list rather than an open conversation. Dr. **** did not do this, always making sure she understood and directed her patients' care. Another example is her flexibility to change the course of care on a patient in which she received a signout. This is a difficult task for even our junior fellows! Faculty comment that next steps for Dr. **** will be increased exposure and familiarity to surgical disease. This is not uncommon for our *** residents. That being said, one faculty member noted a trauma activation in which Dr. **** did an excellent primary and secondary survey! So, she is clearly on her way.",,See above.,,,,,,,,,ED,,,
fa755b35-e680-4551-b590-d096ff9d9c4b,0d5099be4af1b9fb7ef4f448e6d284f0,"ROUTINE HEALTH VISIT for child WITH complex, chronic, or special health care needs",60ab69f0-8f4e-44e7-8bd4-222d9ec4c691,1bab9520-5f14-4fa6-9d3a-5920c4d48840,303c3634e719de1a025df1133507baa7,2025-07-31 16:52:34.000,2025-07-31 16:52:34.000,2025-08-05 16:55:34.139,2025-07-31 17:42:24.488,2025-08-07 16:52:34.000,fb0a4234691ad476cc2553f54c2e667b,Attending,303c3634e719de1a025df1133507baa7,Trainee,2,2,Trainee,"Provide comprehensive healthcare for a child with complex, chronic, or special health care needs",a4ce695f-419d-4346-ac47-d918f63d562f,,,1,Infant >30 days,,,,,2,Moderate,,,,,,"***** is very thorough and does an amazing job with follow-up and documentation. She knew the answers to all my questions (hep C status for one patient etc). I think ***** still lacks confidence in her own skills, but she's honestly extremely well prepared and comprehensive and should feel proud of that!",,,,,,,,,,,Primary Care Clinic,4,"RESIDENT LED CARE WITH MINIMAL SUPERVISION NEEDED: Resident directed care, supervision only led to small adjustments in care",
fed82ace-056e-464c-a0b3-cb2b71975691,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- COMMUNICATING WITH PATIENT AND FAMILIES/PROVIDING FAMILY-CENTERED CARE,b286e1f4-4bbc-11f0-8975-b7ea4fb8b5ba,91f8cda0-19ef-4c00-9ee7-ddb411b21a76,303c3634e719de1a025df1133507baa7,2025-07-26 18:55:21.000,2025-07-26 18:55:21.000,2025-07-30 14:58:22.834,2025-07-26 18:57:03.209,2025-08-02 18:55:21.000,1ee38b10e56f398a23634c337c2f25d4,Attending,303c3634e719de1a025df1133507baa7,Trainee,2,2,Trainee,Deliver family-centered care,cda5e97e-5421-47b4-8edb-03fe67c4012b,,,,,2,Based on multiple personal observations,,,,,,,,,"I observed *****'s communication with families during multiple prenatal consultations, one of which was for a complex infant with several congenital anomalies in addition to prematurity. I appreciated that she was eager to take the lead even in a more complex situation. She did a great job conveying information in a concise way without using a lot to medical jargon. I gave her a few tips on specific language I like to use (e.g. 'breathing' instead of 'respiratory', 'what have you heard' instead of 'what do you understand') and she was very receptive to feedback. She did a good job starting the conversation by introducing herself; one recommendation I have is to also take a few minutes to explain your purpose (e.g. 'Your obstetric team asked us to come speak with you about what to expect if your baby is born in the next few days', or for example if giving an update for a baby in Triage 'I'm the physician caring for your infant in the NICU and I wanted to give you an update.'), then spend a few minutes building rapport by asking about their pregnancy so far or what brought them into the hospital, if it's a boy or girl, if they picked a name if it has special meaning to them, etc; adding a few ""social"" questions like this at the start might help make the conversation feel more natural. She did a good job responding to parents' questions and focusing on what was importantly to them.",,,,,,,,,,,,NICU/PICU,,,
049a6574-791f-4317-b380-0b3fb10e4904,0d5099be4af1b9fb7ef4f448e6d284f0,LEAD a Team and/or SUPERVISE others,29d4d59b-e497-4f0e-9538-d06e1a0cab86,95e67bd8-99c2-4b79-a9d7-3be37d43baae,2b6432e8ea7449615f7b0092e042fbb5,2025-10-29 14:34:02.000,2025-10-29 14:34:02.000,2025-10-30 18:26:16.305,2025-10-29 14:38:11.476,2025-11-05 14:34:02.000,7895d47a4be0e5ca70d83307d4899894,Attending,2b6432e8ea7449615f7b0092e042fbb5,Trainee,3,3,Trainee,"Lead, supervise, and collaborate with other members of the healthcare team",0e160f52-09fb-499c-a74d-5af4602aa763,1,"Lead a healthcare team (e.g., during rounds or an acute care event)",,,,,,,3,Complex,,,,,,"We discussed this feedback after the end of the day yesterday. As mentioned yesterday, I believe that you were doing an incredible job, leaving the entire time, triage task, knowing the big picture things, but then also enduring that the little things do not go overlook. Given auto autonomy and appropriate, but also ensuring appropriate care is given.",,,,,,,,,,,Hospitalist/GP Inpatient,5,"RESIDENT LED CARE WITHOUT SUPERVISION NEEDED: May benefit from continued learning and growth; however, care would have been safe and effective without a supervisor",
